2018-05-22 15:52:20:581 INFO  CryptoTest:15 - ETHBTC
2018-05-25 10:35:18:435 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:18:623 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:18:795 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:18:980 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:19:154 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:19:343 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:19:526 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:19:706 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:19:901 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:20:077 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:20:254 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:20:428 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:20:608 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:20:781 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:20:960 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:21:138 INFO  Algoritmo:98 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:35:21:312 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:21:484 INFO  Algoritmo:98 - Price: 7455.13 MN: 53450.0 CR: 5.0
2018-05-25 10:35:21:665 INFO  Algoritmo:98 - Price: 7455.04 MN: 53450.0 CR: 5.0
2018-05-25 10:35:21:844 INFO  Algoritmo:98 - Price: 7455.04 MN: 53450.0 CR: 5.0
2018-05-25 10:36:42:565 INFO  Algoritmo:105 - Price: 7451.76 MN: 53450.0 CR: 5.0
2018-05-25 10:36:43:773 INFO  Algoritmo:105 - Price: 7455.0 MN: 53450.0 CR: 5.0
2018-05-25 10:36:44:962 INFO  Algoritmo:105 - Price: 7455.0 MN: 53450.0 CR: 5.0
2018-05-25 10:36:46:150 INFO  Algoritmo:105 - Price: 7451.76 MN: 53450.0 CR: 5.0
2018-05-25 10:36:47:339 INFO  Algoritmo:105 - Price: 7451.76 MN: 53450.0 CR: 5.0
2018-05-25 10:36:48:517 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:36:49:695 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:36:50:883 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:36:52:063 INFO  Algoritmo:105 - Price: 7449.8 MN: 53450.0 CR: 5.0
2018-05-25 10:36:53:247 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:36:54:696 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:36:55:887 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:36:57:073 INFO  Algoritmo:105 - Price: 7454.99 MN: 53450.0 CR: 5.0
2018-05-25 10:36:58:262 INFO  Algoritmo:105 - Price: 7454.99 MN: 53450.0 CR: 5.0
2018-05-25 10:36:59:445 INFO  Algoritmo:105 - Price: 7454.99 MN: 53450.0 CR: 5.0
2018-05-25 10:37:00:623 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:37:01:821 INFO  Algoritmo:105 - Price: 7452.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:03:008 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:04:185 INFO  Algoritmo:105 - Price: 7454.99 MN: 53450.0 CR: 5.0
2018-05-25 10:37:05:381 INFO  Algoritmo:105 - Price: 7454.99 MN: 53450.0 CR: 5.0
2018-05-25 10:37:06:562 INFO  Algoritmo:105 - Price: 7454.99 MN: 53450.0 CR: 5.0
2018-05-25 10:37:07:747 INFO  Algoritmo:105 - Price: 7455.0 MN: 53450.0 CR: 5.0
2018-05-25 10:37:08:925 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:10:112 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:11:303 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:12:508 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:13:694 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:14:878 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:16:066 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:37:17:258 INFO  Algoritmo:105 - Price: 7455.07 MN: 53450.0 CR: 5.0
2018-05-25 10:37:18:439 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:19:627 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:37:20:802 INFO  Algoritmo:105 - Price: 7455.05 MN: 53450.0 CR: 5.0
2018-05-25 10:37:21:984 INFO  Algoritmo:105 - Price: 7454.99 MN: 53450.0 CR: 5.0
2018-05-25 10:37:23:161 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:24:351 INFO  Algoritmo:105 - Price: 7453.57 MN: 53450.0 CR: 5.0
2018-05-25 10:37:25:542 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:26:734 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:27:927 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:29:108 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:30:299 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:31:483 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:32:692 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:33:877 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:35:056 INFO  Algoritmo:105 - Price: 7455.03 MN: 53450.0 CR: 5.0
2018-05-25 10:37:36:242 INFO  Algoritmo:105 - Price: 7447.71 MN: 53450.0 CR: 5.0
2018-05-25 10:37:37:433 INFO  Algoritmo:105 - Price: 7455.02 MN: 53450.0 CR: 5.0
2018-05-25 10:37:38:615 INFO  Algoritmo:105 - Price: 7455.02 MN: 53450.0 CR: 5.0
2018-05-25 10:37:39:797 INFO  Algoritmo:105 - Price: 7455.02 MN: 53450.0 CR: 5.0
2018-05-25 10:37:40:981 INFO  Algoritmo:105 - Price: 7455.02 MN: 53450.0 CR: 5.0
2018-05-25 10:37:42:169 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:43:351 INFO  Algoritmo:105 - Price: 7455.15 MN: 53450.0 CR: 5.0
2018-05-25 10:37:44:552 INFO  Algoritmo:105 - Price: 7450.34 MN: 53450.0 CR: 5.0
2018-05-25 10:37:45:737 INFO  Algoritmo:105 - Price: 7450.34 MN: 53450.0 CR: 5.0
2018-05-25 10:37:46:922 INFO  Algoritmo:105 - Price: 7450.36 MN: 53450.0 CR: 5.0
2018-05-25 10:37:48:116 INFO  Algoritmo:105 - Price: 7455.14 MN: 53450.0 CR: 5.0
2018-05-25 10:40:52:448 INFO  Algoritmo:105 - Price: 7480.29 MN: 53450.0 CR: 5.0
2018-05-25 10:40:53:636 INFO  Algoritmo:105 - Price: 7480.33 MN: 53450.0 CR: 5.0
2018-05-25 10:40:54:810 INFO  Algoritmo:105 - Price: 7480.29 MN: 53450.0 CR: 5.0
2018-05-25 10:40:55:993 INFO  Algoritmo:105 - Price: 7480.29 MN: 53450.0 CR: 5.0
2018-05-25 10:40:57:177 INFO  Algoritmo:105 - Price: 7480.29 MN: 53450.0 CR: 5.0
2018-05-25 10:40:58:355 INFO  Algoritmo:105 - Price: 7480.3 MN: 53450.0 CR: 5.0
2018-05-25 10:40:59:535 INFO  Algoritmo:105 - Price: 7480.3 MN: 53450.0 CR: 5.0
2018-05-25 10:41:00:722 INFO  Algoritmo:105 - Price: 7484.83 MN: 53450.0 CR: 5.0
2018-05-25 10:41:02:928 INFO  Algoritmo:105 - Price: 7480.35 MN: 53450.0 CR: 5.0
2018-05-25 10:41:04:104 INFO  Algoritmo:105 - Price: 7484.83 MN: 53450.0 CR: 5.0
2018-05-25 10:41:05:295 INFO  Algoritmo:105 - Price: 7484.83 MN: 53450.0 CR: 5.0
2018-05-25 10:41:06:476 INFO  Algoritmo:105 - Price: 7484.83 MN: 53450.0 CR: 5.0
2018-05-25 10:41:07:650 INFO  Algoritmo:105 - Price: 7484.83 MN: 53450.0 CR: 5.0
2018-05-25 10:41:08:837 INFO  Algoritmo:105 - Price: 7484.83 MN: 53450.0 CR: 5.0
2018-05-25 10:41:10:036 INFO  Algoritmo:105 - Price: 7484.83 MN: 53450.0 CR: 5.0
2018-05-25 10:41:11:226 INFO  Algoritmo:105 - Price: 7484.83 MN: 53450.0 CR: 5.0
2018-05-25 10:41:12:423 INFO  Algoritmo:105 - Price: 7485.0 MN: 53450.0 CR: 5.0
2018-05-25 10:41:13:620 INFO  Algoritmo:105 - Price: 7485.0 MN: 53450.0 CR: 5.0
2018-05-25 10:41:14:811 INFO  Algoritmo:105 - Price: 7481.0 MN: 53450.0 CR: 5.0
2018-05-25 10:41:15:998 INFO  Algoritmo:105 - Price: 7481.0 MN: 53450.0 CR: 5.0
